iter	RMSE
0	0.2191979761
1	0.2167725615
2	0.214142789
3	0.2124049516
4	0.2102002868
5	0.2079928539
6	0.2053853595
7	0.2031117266
8	0.2010745071
9	0.1994240584
10	0.197752871
11	0.1964349263
12	0.1948310069
13	0.1926500153
14	0.1906117991
15	0.188954414
16	0.1872362087
17	0.1855700484
18	0.184186822
19	0.1828268737
20	0.1809230277
21	0.1792066449
22	0.1778526804
23	0.1762024958
24	0.174618281
25	0.1729075524
26	0.1713496976
27	0.1694813265
28	0.1683542733
29	0.1671308561
30	0.1656111181
31	0.1641858061
32	0.1629999224
33	0.1613736506
34	0.1600881848
35	0.1586117989
36	0.1576452343
37	0.1561894966
38	0.1545480757
39	0.1537788499
40	0.1527530181
41	0.151666141
42	0.1504661626
43	0.1494488288
44	0.148357628
45	0.1476129072
46	0.1468177377
47	0.1458963406
48	0.1450630144
49	0.1439365955
50	0.1428754466
51	0.1416514795
52	0.140978969
53	0.1400748372
54	0.1392135057
55	0.1381295022
56	0.1372476142
57	0.1364295193
58	0.1355952281
59	0.1350283888
60	0.1340437377
61	0.1331595842
62	0.1323562323
63	0.1314917725
64	0.1306003012
65	0.1297323872
66	0.1293069888
67	0.1286413721
68	0.1279212439
69	0.1272805474
70	0.1264876313
71	0.1256169467
72	0.1249784694
73	0.1242492219
74	0.1236349815
75	0.1230544637
76	0.1223041026
77	0.1217938067
78	0.121472093
79	0.1212231094
80	0.1207124917
81	0.1201258061
82	0.1195383077
83	0.1189651433
84	0.1185087674
85	0.1180454111
86	0.1179429162
87	0.1174855238
88	0.1171082776
89	0.1166969003
90	0.1158777065
91	0.1154971615
92	0.1150843107
93	0.1146355604
94	0.1143299866
95	0.1136810932
96	0.1130241458
97	0.1123528735
98	0.1118554593
99	0.1115063556
100	0.110966591
101	0.1106055872
102	0.1102103077
103	0.1099987462
104	0.1096990181
105	0.1092767131
106	0.1089375973
107	0.1085042673
108	0.107934688
109	0.1076396293
110	0.1072146686
111	0.1066451618
112	0.1063963507
113	0.1058816569
114	0.1057371174
115	0.1053059172
116	0.1048080382
117	0.1045277367
118	0.104211673
119	0.1038078706
120	0.1034959104
121	0.1030908409
122	0.1028629188
123	0.1024901579
124	0.1022031303
125	0.1020275184
126	0.1016852149
127	0.101340228
128	0.1012144778
129	0.1009149389
130	0.1006671261
131	0.1002273914
132	0.09987216553
133	0.09954286186
134	0.09934043363
135	0.09909954478
136	0.0987996736
137	0.09861125399
138	0.0982855644
139	0.09808354109
140	0.0980027496
141	0.09777890411
142	0.0975642848
143	0.09728221508
144	0.09706296787
145	0.09674668398
146	0.09649626384
147	0.0962734836
148	0.09606962242
149	0.09595251987
150	0.09576948055
151	0.09570158289
152	0.09547549896
153	0.09521344382
154	0.09505183552
155	0.09479370623
156	0.09465449477
157	0.09438183172
158	0.09419335319
159	0.09397075562
160	0.09378885014
161	0.09359430112
162	0.09341928929
163	0.09328091104
164	0.09314119691
165	0.09290349434
166	0.09273374169
167	0.09251829016
168	0.09241321053
169	0.09202951535
170	0.0918920939
171	0.09156093762
172	0.0913932431
173	0.09114125469
174	0.09075760091
175	0.09056647447
176	0.09043280634
177	0.0901990619
178	0.08998333388
179	0.08981548309
180	0.08969117799
181	0.08928566692
182	0.0890282081
183	0.08881013475
184	0.08867152364
185	0.0883805991
186	0.0881745083
187	0.08807522385
188	0.08797152358
189	0.08773949584
190	0.08761327534
191	0.08744002591
192	0.08726360265
193	0.08706886327
194	0.08696624636
195	0.08686243088
196	0.08670017312
197	0.08656434961
198	0.0862914468
199	0.08608336815
200	0.08589797138
201	0.08564253341
202	0.08540546853
203	0.08520687029
204	0.08506145394
205	0.08491346515
206	0.08467786001
207	0.08454874001
208	0.08441555911
209	0.08428004948
210	0.08410200935
211	0.08387021656
212	0.08377924599
213	0.08346233129
214	0.08326094274
215	0.08301626127
216	0.08276841204
217	0.08269050269
218	0.08250357369
219	0.08240287493
220	0.08223595071
221	0.08196994111
222	0.08181046559
223	0.08166106471
224	0.08152237489
225	0.08128512507
226	0.08113009089
227	0.08105627629
228	0.08089152661
229	0.08078707981
230	0.08068281165
231	0.08052095818
232	0.08025052305
233	0.0801875648
234	0.08005557535
235	0.07995375722
236	0.07991619029
237	0.07969894225
238	0.07950311241
239	0.07939915833
240	0.07922498231
241	0.07900412936
242	0.07873788913
243	0.07847291956
244	0.07826798447
245	0.07810224128
246	0.07795988386
247	0.07776728359
248	0.07748888553
249	0.07734043139
250	0.0771670674
251	0.07704359597
252	0.0769076414
253	0.07665888811
254	0.07657207133
255	0.07644758192
256	0.07633156034
257	0.0762866835
258	0.07615600009
259	0.07602024219
260	0.07594224151
261	0.07587720089
262	0.07581497072
263	0.07569305985
264	0.07556767513
265	0.07539785597
266	0.07534355212
267	0.07514221917
268	0.07507472971
269	0.07492673656
270	0.07477841497
271	0.07456077754
272	0.07444697504
273	0.07433263005
274	0.07424848945
275	0.07419803505
276	0.07414075334
277	0.07391995965
278	0.07377702941
279	0.07358197951
280	0.07341977039
281	0.07333588216
282	0.07317474468
283	0.07296373006
284	0.07282003401
285	0.07268916752
286	0.07250267229
287	0.07229857636
288	0.07209087435
289	0.07203560909
290	0.07198117529
291	0.07186267336
292	0.07175644455
293	0.07167550947
294	0.0716327469
295	0.07157733165
296	0.07144495086
297	0.07132497105
298	0.0711980909
299	0.07108625199
300	0.07097639016
301	0.07086885821
302	0.07079184143
303	0.07072977441
304	0.07059142518
305	0.07045604451
306	0.07032962134
307	0.07024617032
308	0.0700697327
309	0.06992777869
310	0.06978151048
311	0.06969818353
312	0.06960269785
313	0.06953037014
314	0.06944369971
315	0.06940747327
316	0.06925069909
317	0.0691562967
318	0.069063254
319	0.06902627169
320	0.06892787102
321	0.06878580843
322	0.06864287573
323	0.06854114458
324	0.0684087141
325	0.06833945166
326	0.0682147188
327	0.06811683793
328	0.06805495185
329	0.0678868946
330	0.06774921258
331	0.06759965274
332	0.06747319893
333	0.06738223777
334	0.06730526882
335	0.06716263276
336	0.0671415841
337	0.06698725377
338	0.06693059963
339	0.06685276282
340	0.06679323911
341	0.06672226415
342	0.06655676271
343	0.06651689847
344	0.06645766416
345	0.0664043466
346	0.06632420013
347	0.06623752761
348	0.06615943635
349	0.06606119124
350	0.0659864729
351	0.06593306021
352	0.06580241771
353	0.06564195808
354	0.06561028439
355	0.06556290797
356	0.06545568518
357	0.06538284664
358	0.06524247274
359	0.06520205177
360	0.06515952916
361	0.06499168307
362	0.06495763226
363	0.06481960282
364	0.0647460418
365	0.06460436943
366	0.064576474
367	0.06452564984
368	0.06446627
369	0.06442784746
370	0.06436126553
371	0.06430296084
372	0.06427895487
373	0.06423868913
374	0.06414759075
375	0.06403275622
376	0.06394007143
377	0.06385192471
378	0.06381654269
379	0.06378513089
380	0.06375084984
381	0.06364754743
382	0.06356875922
383	0.06345414537
384	0.0633444769
385	0.06324834898
386	0.06316015849
387	0.06304524134
388	0.06294970386
389	0.06292477557
390	0.06283996348
391	0.06275655486
392	0.06271483769
393	0.06264844928
394	0.06253499374
395	0.0624675118
396	0.062404392
397	0.06225559673
398	0.06217530314
399	0.0620408929
400	0.06199799292
401	0.06191633962
402	0.06181590421
403	0.06174821158
404	0.06170773368
405	0.06165509463
406	0.06160229517
407	0.06150553722
408	0.06139978429
409	0.0613273593
410	0.06129986566
411	0.06119587347
412	0.06111829326
413	0.0610745786
414	0.06099659687
415	0.0609565832
416	0.06090465796
417	0.06082606081
418	0.06077869725
419	0.06067815004
420	0.06064110266
421	0.06058851516
422	0.06052718383
423	0.0604778409
424	0.06038029998
425	0.06027605804
426	0.06024858993
427	0.06023144244
428	0.06020783228
429	0.06016342072
430	0.06004476442
431	0.06001772171
432	0.06000450184
433	0.05995784929
434	0.05985193593
435	0.05978403818
436	0.05971112487
437	0.05969782199
438	0.05963401384
439	0.05958853554
440	0.05954633494
441	0.05951309738
442	0.05941057987
443	0.05938188765
444	0.05936855298
445	0.0593486219
446	0.0592848802
447	0.05920078217
448	0.05917169311
449	0.05915503981
450	0.05903004123
451	0.05898648677
452	0.05892245233
453	0.05879896821
454	0.05877887023
455	0.05870194575
456	0.05866642566
457	0.05862769247
458	0.05851389466
459	0.05844135194
460	0.05840045798
461	0.05837718644
462	0.05833731849
463	0.05829205963
464	0.05823927378
465	0.05819757466
466	0.05813166129
467	0.05810703419
468	0.05802861633
469	0.05795915438
470	0.05792911696
471	0.0579119305
472	0.05786315366
473	0.05783491242
474	0.0577853393
475	0.05775648973
476	0.05770177211
477	0.05766170261
478	0.05764511839
479	0.05760086097
480	0.0575858855
481	0.05749186353
482	0.05741999088
483	0.05736480404
484	0.05729857261
485	0.05721224426
486	0.05717187026
487	0.05707765052
488	0.05702708148
489	0.05694982915
490	0.05692208489
491	0.05689418193
492	0.0568820976
493	0.05681502375
494	0.0567451982
495	0.05670761615
496	0.0566328957
497	0.05656264832
498	0.05654277169
499	0.05650078438
500	0.05645510039
501	0.05643226099
502	0.05631160513
503	0.05623325121
504	0.05614338589
505	0.05612800035
506	0.05609154389
507	0.05604523493
508	0.05603136713
509	0.05598906837
510	0.05593825703
511	0.05587468397
512	0.05585602884
513	0.05581192016
514	0.05576874248
515	0.05572773573
516	0.05567345035
517	0.0555861013
518	0.05551014551
519	0.05546853924
520	0.0553933475
521	0.0553667495
522	0.05529700523
523	0.05523067142
524	0.05519220403
525	0.05515024423
526	0.05511678542
527	0.05509155357
528	0.0550173634
529	0.05498721688
530	0.05491528333
531	0.0549051436
532	0.0548656883
533	0.05481990233
534	0.05479621163
535	0.05475119014
536	0.05468663785
537	0.05464647737
538	0.05462068899
539	0.05461394651
540	0.054562425
541	0.05450634503
542	0.05445097461
543	0.05436105419
544	0.05433519702
545	0.05429486407
546	0.05421710217
547	0.05416501695
548	0.05409674236
549	0.05405350611
550	0.05397788705
551	0.05394006143
552	0.05392416565
553	0.05390109332
554	0.05384303569
555	0.05379273324
556	0.0537541871
557	0.05374631327
558	0.0537204308
559	0.05368866805
560	0.05367490245
561	0.05365327954
562	0.05364510867
563	0.05355729138
564	0.05354148075
565	0.05353402973
566	0.05350273008
567	0.05348103801
568	0.05344967666
569	0.05341550189
570	0.05336286628
571	0.05335454883
572	0.05331920558
573	0.05324497538
574	0.05320575632
575	0.05315866483
576	0.05313512445
577	0.05311590988
578	0.0531006193
579	0.05303661622
580	0.05302548147
581	0.05300417264
582	0.05298899486
583	0.05293817797
584	0.05287976695
585	0.05285504636
586	0.05281679269
587	0.05281064468
588	0.05277131563
589	0.05270155533
590	0.05268707213
591	0.05263334541
592	0.05260967376
593	0.05257889068
594	0.05252563848
595	0.05251671403
596	0.05243987922
597	0.05242211981
598	0.05236864836
599	0.05233178942
600	0.05230841235
601	0.05228700878
602	0.0522653623
603	0.05224655929
604	0.05221587019
605	0.05214510168
606	0.05211682646
607	0.05204281288
608	0.05195318405
609	0.051924244
610	0.05187681647
611	0.05185170242
612	0.05182734062
613	0.05177446136
614	0.0517265221
615	0.05166166835
616	0.05161428613
617	0.05160806661
618	0.05153067073
619	0.05147948408
620	0.05144602368
621	0.05140625483
622	0.05130415882
623	0.05127412612
624	0.05125905184
625	0.05120080946
626	0.05113382548
627	0.0510560881
628	0.05104664015
629	0.05099562509
630	0.05093165175
631	0.05090369612
632	0.05087266037
633	0.05082089075
634	0.05080293374
635	0.05073753026
636	0.0507277458
637	0.05067974322
638	0.05065700144
639	0.05065505201
640	0.05063532229
641	0.05060082077
642	0.05053768295
643	0.05053221901
644	0.05046590247
645	0.05046396269
646	0.05046010287
647	0.05045478518
648	0.05042866525
649	0.05041413568
650	0.0504098968
651	0.05038256281
652	0.05037277853
653	0.05035422857
654	0.05031094378
655	0.05024328081
656	0.05023151639
657	0.05022134107
658	0.05016630759
659	0.05012169911
660	0.05009078261
661	0.05008596788
662	0.05008254709
663	0.05000209565
664	0.04991694428
665	0.04988018317
666	0.04986570204
667	0.0497992661
668	0.04976029815
669	0.04975630259
670	0.04971922973
671	0.04965752074
672	0.04963345396
673	0.04958667908
674	0.04954564364
675	0.04951962311
676	0.04944070572
677	0.04939293414
678	0.04936377698
679	0.04932944234
680	0.04932829257
681	0.04930813364
682	0.04930352065
683	0.04926703883
684	0.04926338691
685	0.04926174804
686	0.04922109445
687	0.04921755627
688	0.04921318713
689	0.04917387626
690	0.04915404285
691	0.04915053082
692	0.04914896074
693	0.04914553912
694	0.04913618297
695	0.04911089455
696	0.04909011048
697	0.04905499456
698	0.04903731373
699	0.04899898063
700	0.04897755182
701	0.04897603728
702	0.04895957705
703	0.04891177448
704	0.04889454992
705	0.04886941253
706	0.0488291018
707	0.04877488026
708	0.04874128325
709	0.04870824797
710	0.04865550216
711	0.04861968323
712	0.04860156569
713	0.0485811927
714	0.04857547154
715	0.04852294698
716	0.04850805812
717	0.04847140514
718	0.04840986341
719	0.0483842996
720	0.04838121462
721	0.04832146624
722	0.04829502703
723	0.04823698685
724	0.04817325686
725	0.04812624661
726	0.04807500813
727	0.04801386402
728	0.04800439497
729	0.0479879995
730	0.04798520192
731	0.04793585454
732	0.04788863818
733	0.04788428167
734	0.04782541805
735	0.04780068878
736	0.04776941367
737	0.04773664594
738	0.0477340082
739	0.04768819813
740	0.04763950265
741	0.04760995637
742	0.04758489604
743	0.04755209186
744	0.04749907123
745	0.04745127353
746	0.04744504035
747	0.04743966834
748	0.04743709443
749	0.04743549937
750	0.04742335199
751	0.04742084391
752	0.04741158158
753	0.04740913102
754	0.04738154579
755	0.04736665333
756	0.04733345833
757	0.04731907188
758	0.0472445515
759	0.04722021019
760	0.04720540913
761	0.04720163203
762	0.04714709426
763	0.04712363223
764	0.04711773504
765	0.04709116236
766	0.04707530703
767	0.04703260074
768	0.04700142206
769	0.04697452771
770	0.04694359268
771	0.04692589234
772	0.04687611924
773	0.04682577812
774	0.04678753501
775	0.04672806484
776	0.04671010902
777	0.0466660804
778	0.04666422069
779	0.04660812285
780	0.04656405705
781	0.04655006748
782	0.0465400054
783	0.04649475202
784	0.04646219988
785	0.04643721966
786	0.04640017934
787	0.04638067602
788	0.04634921029
789	0.04634416041
790	0.04633206495
791	0.04632645007
792	0.04632465464
793	0.04631034135
794	0.04626588248
795	0.04621466492
796	0.04619466973
797	0.04616265914
798	0.04611132488
799	0.04609605806
800	0.04607029468
801	0.04604259711
802	0.04603996455
803	0.04599730189
804	0.04598395873
805	0.04596422221
806	0.04596253635
807	0.04590887769
808	0.04586320941
809	0.04582788713
810	0.04578084387
811	0.0457242318
812	0.04570579475
813	0.04568113034
814	0.0456414542
815	0.04562707117
816	0.04556276698
817	0.04554106022
818	0.04550723028
819	0.045494025
820	0.0454880168
821	0.04544336222
822	0.04543394927
823	0.04537361051
824	0.04536169855
825	0.04536017601
826	0.04535145096
827	0.04534962299
828	0.04530092277
829	0.04527636741
830	0.04527176243
831	0.04525327715
832	0.04525098626
833	0.04521167313
834	0.04519061675
835	0.0451570227
836	0.04513528943
837	0.0451334426
838	0.04511034704
839	0.04508418035
840	0.04507337476
841	0.04503183705
842	0.04500631509
843	0.04500412371
844	0.04500016432
845	0.0449666026
846	0.04489582407
847	0.04485233645
848	0.04483569477
849	0.04482166189
850	0.04477892379
851	0.04476136444
852	0.04472685086
853	0.04469290235
854	0.04468458389
855	0.04466474507
856	0.04466293209
857	0.04465034364
858	0.044629051
859	0.04458830632
860	0.04451298054
861	0.04449525026
862	0.04447523323
863	0.04444385627
864	0.04440618836
865	0.04436519855
866	0.04434635159
867	0.04433807788
868	0.04433330375
869	0.04429062766
870	0.04427260993
871	0.04423413809
872	0.04418453603
873	0.04416318055
874	0.04416006065
875	0.04408444621
876	0.04404755763
877	0.04397108291
878	0.0439347106
879	0.04392987268
880	0.04392201395
881	0.04391840398
882	0.04390132299
883	0.04389052759
884	0.04386372531
885	0.04382145911
886	0.04380434172
887	0.04380069022
888	0.04379139442
889	0.04377045385
890	0.04376810676
891	0.04372220586
892	0.04369727021
893	0.04369330611
894	0.04367539419
895	0.04365636165
896	0.04362453304
897	0.04358497751
898	0.04357435289
899	0.04354881848
900	0.04354742695
901	0.04353687681
902	0.04351621459
903	0.04350715153
904	0.04348829668
905	0.04348364379
906	0.04347471455
907	0.04344615505
908	0.04344325647
909	0.04340576292
910	0.04337526347
911	0.04336645571
912	0.04336368398
913	0.04335837621
914	0.04333847601
915	0.04331884405
916	0.04331328398
917	0.0433062242
918	0.04328531252
919	0.04325926686
920	0.04323458183
921	0.04321765386
922	0.04320394139
923	0.04313865808
924	0.04313660847
925	0.0431171096
926	0.04309105061
927	0.04307110999
928	0.04305209239
929	0.04302267031
930	0.04300583953
931	0.04299588201
932	0.0429916176
933	0.04298706553
934	0.04296038178
935	0.04292456772
936	0.04292284101
937	0.04289777751
938	0.0428696764
939	0.04285438952
940	0.04284934125
941	0.04282309244
942	0.04278745605
943	0.04278306321
944	0.0427218965
945	0.04270752313
946	0.0426705131
947	0.04266515318
948	0.04257902704
949	0.0425568852
950	0.04252771938
951	0.04251561036
952	0.04251177252
953	0.04250240026
954	0.04248479733
955	0.04245075056
956	0.04244881876
957	0.04242935804
958	0.04242320102
959	0.04241888806
960	0.0423879213
961	0.042372829
962	0.04236845181
963	0.04235066892
964	0.04233293165
965	0.04231206695
966	0.04231080451
967	0.04229496321
968	0.04228640208
969	0.04227691728
970	0.04224209821
971	0.04222668047
972	0.0421882245
973	0.04215728712
974	0.04208555924
975	0.04206235818
976	0.04202922993
977	0.04202556137
978	0.04199061576
979	0.04195147523
980	0.04193635756
981	0.04193153648
982	0.04193057534
983	0.04192239182
984	0.04191810511
985	0.04190962489
986	0.0419010683
987	0.04186206574
988	0.04184178108
989	0.0418240015
990	0.04180360754
991	0.04179420586
992	0.04177973526
993	0.04176729373
994	0.04169383791
995	0.04167873556
996	0.04166550562
997	0.04165387976
998	0.04164198275
999	0.04160897391
